date,time,latitude,longitude,crime_type,severity,location_name
2025-11-17,07:06,12.980089,77.574157,assault,medium,Majestic
2025-11-17,08:32,13.029559,77.534226,theft,medium,Yeshwanthpur
2025-11-17,13:33,12.925956,77.681199,robbery,high,Bellandur
2025-11-17,14:50,12.922277,77.679483,theft,medium,Bellandur
2025-11-17,15:54,13.008923,77.574248,snatching,high,Malleshwaram
2025-11-18,07:23,13.025383,77.541318,assault,high,Yeshwanthpur
2025-11-18,08:18,12.975964,77.526645,snatching,high,Vijayanagar
2025-11-18,11:59,12.922792,77.679633,burglary,high,Bellandur
2025-11-18,15:25,13.010036,77.574808,eve-teasing,medium,Malleshwaram
2025-11-18,16:31,12.957265,77.57229,snatching,medium,KR Market
2025-11-18,17:26,12.974474,77.612645,theft,medium,Brigade Road
2025-11-18,20:35,12.972071,77.746252,vandalism,low,Whitefield
2025-11-18,20:36,12.965163,77.748359,theft,medium,Whitefield
2025-11-18,22:12,12.966746,77.578795,assault,medium,Chickpet
2025-11-19,09:50,13.028441,77.542578,snatching,high,Yeshwanthpur
2025-11-19,16:50,12.926172,77.550707,theft,low,Banashankari
2025-11-19,21:29,12.968077,77.583725,eve-teasing,medium,Chickpet
2025-11-20,01:00,12.912988,77.588781,assault,high,JP Nagar
2025-11-20,02:42,12.974336,77.637804,theft,high,Indiranagar
2025-11-20,05:40,12.967253,77.646139,snatching,high,Indiranagar
2025-11-20,07:13,12.957094,77.569373,theft,medium,KR Market
2025-11-20,20:05,12.961379,77.700478,assault,low,Marathahalli
2025-11-20,20:53,12.929,77.679199,robbery,high,Bellandur
2025-11-21,04:22,12.916651,77.641313,theft,low,Hosur Road
2025-11-21,11:40,12.963618,77.574002,theft,medium,KR Market
2025-11-21,11:49,12.919115,77.638597,robbery,high,Hosur Road
2025-11-21,14:07,12.971792,77.573837,assault,high,Majestic
2025-11-21,17:37,12.967,77.575963,assault,medium,Chickpet
2025-11-21,18:58,12.987896,77.554825,robbery,low,Rajaji Nagar
2025-11-21,19:23,12.96734,77.580418,vandalism,low,Chickpet
2025-11-21,20:03,12.925308,77.543971,burglary,high,Banashankari
2025-11-21,20:20,12.911811,77.647938,theft,low,HSR Layout
2025-11-21,21:22,12.979272,77.612953,theft,high,Commercial Street
2025-11-22,08:08,12.987035,77.557394,theft,medium,Rajaji Nagar
2025-11-22,13:45,12.966079,77.569962,snatching,high,KR Market
2025-11-22,17:21,12.96872,77.747485,burglary,medium,Whitefield
2025-11-22,22:19,13.099225,77.597959,snatching,medium,Yelahanka
2025-11-23,11:04,13.024262,77.537059,robbery,high,Yeshwanthpur
2025-11-23,12:39,12.92893,77.671703,assault,medium,Bellandur
2025-11-23,15:50,12.934579,77.62459,theft,medium,Koramangala
2025-11-23,19:44,13.003624,77.572638,vandalism,medium,Malleshwaram
2025-11-23,21:23,13.000907,77.571864,robbery,medium,Malleshwaram
2025-11-23,22:22,13.102871,77.598611,snatching,low,Yelahanka
2025-11-24,13:02,12.846788,77.661957,assault,high,Electronic City
2025-11-24,19:21,12.976546,77.603265,snatching,high,Brigade Road
2025-11-25,12:46,12.989524,77.59658,robbery,medium,Shivajinagar
2025-11-26,16:50,12.848379,77.660003,theft,low,Electronic City
2025-11-26,18:10,12.978379,77.576344,burglary,medium,Majestic
2025-11-26,19:37,12.989655,77.59777,robbery,medium,Shivajinagar
2025-11-26,21:43,12.918223,77.64036,burglary,medium,Hosur Road
2025-11-26,21:52,12.849501,77.657801,theft,high,Electronic City
2025-11-27,01:36,12.921046,77.674322,snatching,low,Bellandur
2025-11-27,06:37,12.906802,77.589796,burglary,medium,JP Nagar
2025-11-27,10:56,12.965548,77.57592,theft,medium,KR Market
2025-11-27,11:01,12.964908,77.576635,vandalism,medium,Chickpet
2025-11-27,15:03,12.844354,77.662742,theft,medium,Electronic City
2025-11-27,16:17,12.93844,77.624912,assault,low,Koramangala
2025-11-27,16:23,12.983515,77.608734,robbery,low,Commercial Street
2025-11-27,23:45,12.893697,77.600101,theft,low,Bannerghatta Road
2025-11-28,14:10,12.989025,77.558726,theft,medium,Rajajinagar
2025-11-28,16:09,12.989734,77.605294,theft,medium,Shivajinagar
2025-11-28,17:34,12.915861,77.641618,theft,high,Hosur Road
2025-11-28,21:40,12.987923,77.552615,robbery,high,Rajaji Nagar
2025-11-29,10:58,12.981265,77.606083,snatching,medium,Commercial Street
2025-11-29,11:59,12.974239,77.609968,robbery,high,Brigade Road
2025-11-29,13:21,12.920582,77.549439,snatching,high,Banashankari
2025-11-29,14:33,12.911272,77.646855,snatching,medium,HSR Layout
2025-11-29,19:46,12.972392,77.751221,theft,medium,Whitefield
2025-11-30,08:32,12.972532,77.614001,burglary,high,MG Road
2025-11-30,18:06,12.982842,77.60568,snatching,high,Commercial Street
2025-11-30,20:06,13.026447,77.539666,snatching,medium,Yeshwanthpur
2025-11-30,21:04,12.970535,77.529367,snatching,high,Vijayanagar
2025-12-01,11:41,12.963119,77.579885,robbery,high,Chickpet
2025-12-01,14:49,13.104753,77.595507,theft,medium,Yelahanka
2025-12-02,12:20,12.97189,77.610217,robbery,high,Brigade Road
2025-12-02,12:32,12.994814,77.559296,vandalism,medium,Rajajinagar
2025-12-02,13:07,12.96869,77.57984,theft,medium,Chickpet
2025-12-02,17:42,12.927219,77.67468,snatching,low,Bellandur
2025-12-02,18:29,12.957906,77.694704,snatching,high,Marathahalli
2025-12-02,19:36,13.008311,77.571902,theft,medium,Malleshwaram
2025-12-03,11:53,12.913873,77.643395,theft,high,HSR Layout
2025-12-03,16:40,13.003638,77.572991,snatching,medium,Malleshwaram
2025-12-04,11:51,12.922007,77.679253,fraud,low,Bellandur
2025-12-04,19:23,12.961451,77.580135,snatching,high,Chickpet
2025-12-05,08:57,12.975823,77.603317,fraud,low,Brigade Road
2025-12-05,12:27,12.926426,77.680088,snatching,low,Bellandur
2025-12-05,17:41,12.961368,77.570019,theft,low,KR Market
2025-12-05,19:19,12.849836,77.662928,robbery,high,Electronic City
2025-12-05,21:21,13.028811,77.541251,theft,medium,Yeshwanthpur
2025-12-06,17:32,12.919319,77.635717,burglary,medium,Hosur Road
2025-12-06,21:53,12.96037,77.5748,burglary,medium,KR Market
2025-12-07,01:13,12.937503,77.627256,eve-teasing,low,Koramangala
2025-12-07,07:06,12.908823,77.645069,theft,low,HSR Layout
2025-12-07,07:17,12.840982,77.655487,theft,high,Electronic City
2025-12-07,16:01,12.916754,77.642864,burglary,medium,HSR Layout
2025-12-07,16:45,12.957354,77.577883,burglary,high,KR Market
2025-12-07,17:00,12.903737,77.58814,snatching,medium,JP Nagar
2025-12-07,17:32,12.909789,77.586836,eve-teasing,medium,JP Nagar
2025-12-07,19:03,12.93044,77.672595,robbery,low,Bellandur
2025-12-07,20:53,13.027607,77.540792,theft,medium,Yeshwanthpur
2025-12-08,05:00,12.848183,77.657062,burglary,low,Electronic City
2025-12-08,08:02,12.930647,77.67536,theft,medium,Bellandur
2025-12-08,15:16,12.973374,77.570768,vandalism,medium,Majestic
2025-12-08,16:17,12.926616,77.551674,theft,medium,Banashankari
2025-12-08,17:51,12.889364,77.600497,assault,medium,Bannerghatta Road
2025-12-08,18:46,12.934154,77.628435,theft,high,Koramangala
2025-12-09,10:23,12.988424,77.596461,burglary,high,Shivajinagar
2025-12-09,13:11,12.966022,77.749382,theft,medium,Whitefield
2025-12-09,15:33,12.974417,77.606211,snatching,high,Brigade Road
2025-12-09,16:27,12.972263,77.604906,theft,low,Brigade Road
2025-12-09,18:22,12.990145,77.556803,snatching,medium,Rajajinagar
2025-12-09,19:22,12.960016,77.695503,snatching,low,Marathahalli
2025-12-09,21:00,12.971262,77.609951,theft,medium,Brigade Road
2025-12-10,09:00,12.973146,77.5727,burglary,high,Majestic
2025-12-10,10:10,12.976948,77.604832,theft,low,Commercial Street
2025-12-10,11:30,12.982997,77.612583,assault,low,Commercial Street
2025-12-10,13:12,12.956223,77.576075,theft,medium,KR Market
2025-12-10,14:37,12.976815,77.570116,assault,high,Majestic
2025-12-10,16:22,12.964649,77.576305,snatching,medium,Chickpet
2025-12-10,18:50,12.931865,77.628477,snatching,medium,Koramangala
2025-12-10,20:08,12.976652,77.612759,snatching,medium,MG Road
2025-12-11,05:08,12.992676,77.55911,theft,high,Rajaji Nagar
2025-12-11,06:07,12.921132,77.551495,theft,medium,Banashankari
2025-12-11,18:10,12.961465,77.580986,eve-teasing,high,Chickpet
2025-12-11,20:43,12.926455,77.585817,snatching,high,Jayanagar
2025-12-11,22:05,12.888053,77.607824,burglary,high,Bannerghatta Road
2025-12-11,22:06,12.959237,77.695737,vandalism,medium,Marathahalli
2025-12-11,22:50,12.924727,77.548748,robbery,medium,Banashankari
2025-12-12,00:35,12.973918,77.614199,theft,medium,MG Road
2025-12-12,10:15,12.968245,77.531954,snatching,low,Vijayanagar
2025-12-12,13:01,12.976644,77.570191,snatching,high,Majestic
2025-12-12,15:38,12.973475,77.574748,snatching,low,Majestic
2025-12-12,20:04,12.845162,77.658244,snatching,high,Electronic City
2025-12-12,22:52,12.920361,77.611529,theft,high,BTM Layout
2025-12-13,01:11,12.979029,77.577084,burglary,high,Majestic
2025-12-13,15:04,12.990371,77.605493,robbery,medium,Shivajinagar
2025-12-13,16:14,12.913766,77.608989,snatching,high,BTM Layout
2025-12-13,17:02,13.030799,77.541401,burglary,medium,Yeshwanthpur
2025-12-13,17:11,12.975641,77.534092,burglary,high,Vijayanagar
2025-12-13,17:32,12.987801,77.560522,theft,medium,Rajajinagar
2025-12-13,19:42,12.927785,77.585273,theft,medium,Jayanagar
2025-12-13,23:57,12.972698,77.528454,theft,high,Vijayanagar
2025-12-14,10:49,12.968955,77.638864,snatching,low,Indiranagar
2025-12-14,11:29,12.97262,77.609276,theft,medium,Brigade Road
2025-12-14,18:57,12.980406,77.573161,robbery,low,Majestic
2025-12-14,19:14,12.980312,77.604607,assault,medium,Commercial Street
2025-12-14,20:09,12.912321,77.642829,snatching,high,HSR Layout
2025-12-15,09:22,12.97366,77.618162,burglary,high,MG Road
2025-12-15,17:57,12.980305,77.573783,theft,low,Majestic
2025-12-15,18:01,12.890162,77.604645,robbery,high,Bannerghatta Road
2025-12-15,20:43,12.915477,77.638045,burglary,medium,Hosur Road
2025-12-15,21:09,12.977,77.570928,vandalism,low,Majestic
2025-12-16,08:43,12.966569,77.575762,burglary,medium,Chickpet
2025-12-16,11:35,12.91112,77.642297,theft,medium,HSR Layout
2025-12-16,15:05,12.916229,77.634503,assault,low,Hosur Road
2025-12-16,16:06,12.973062,77.604286,theft,medium,Brigade Road
2025-12-16,20:12,12.991225,77.553622,vandalism,low,Rajaji Nagar
2025-12-17,07:41,12.922539,77.580162,theft,low,Jayanagar
2025-12-17,08:53,12.916209,77.607407,theft,low,BTM Layout
2025-12-17,12:21,12.966068,77.573466,snatching,medium,KR Market
2025-12-17,14:51,12.973093,77.605226,theft,medium,Brigade Road
2025-12-17,21:10,12.96231,77.697395,robbery,high,Marathahalli
2025-12-17,22:21,12.915523,77.643067,theft,medium,HSR Layout
2025-12-17,23:05,12.912915,77.638746,theft,medium,Hosur Road
2025-12-18,01:54,12.972381,77.637058,assault,medium,Indiranagar
2025-12-18,18:42,12.963039,77.583164,theft,low,Chickpet
2025-12-18,19:46,12.986253,77.604425,snatching,medium,Shivajinagar
2025-12-19,00:52,12.92261,77.58245,vandalism,low,Jayanagar
2025-12-19,06:12,13.097408,77.599463,theft,high,Yelahanka
2025-12-19,16:31,12.974205,77.529548,theft,medium,Vijayanagar
2025-12-20,11:31,12.973923,77.616217,snatching,medium,MG Road
2025-12-20,16:10,12.973496,77.525744,burglary,medium,Vijayanagar
2025-12-20,18:55,12.988025,77.604114,burglary,high,Shivajinagar
2025-12-20,21:30,12.909253,77.58548,theft,medium,JP Nagar
2025-12-21,18:52,12.959631,77.57389,snatching,medium,KR Market
2025-12-22,04:26,12.849488,77.66064,eve-teasing,medium,Electronic City
2025-12-22,11:29,12.935136,77.626596,burglary,high,Koramangala
2025-12-22,17:45,12.9694,77.604963,snatching,medium,Brigade Road
2025-12-22,18:15,12.906822,77.581639,robbery,high,JP Nagar
2025-12-22,19:56,12.984906,77.596295,snatching,medium,Shivajinagar
2025-12-23,10:45,12.991885,77.551396,robbery,high,Rajaji Nagar
2025-12-23,16:47,12.981886,77.606186,snatching,high,Commercial Street
2025-12-23,18:43,12.982115,77.613336,burglary,low,Commercial Street
2025-12-23,20:22,12.967448,77.528122,burglary,high,Vijayanagar
2025-12-23,20:25,12.929785,77.549817,robbery,high,Banashankari
2025-12-23,22:16,12.920314,77.609272,theft,medium,BTM Layout
2025-12-24,00:31,12.970258,77.637651,theft,high,Indiranagar
2025-12-24,06:39,13.031409,77.542654,robbery,high,Yeshwanthpur
2025-12-24,07:42,13.000707,77.568159,theft,medium,Malleshwaram
2025-12-24,15:05,12.966923,77.582425,snatching,low,Chickpet
2025-12-25,18:38,12.968747,77.642698,theft,medium,Indiranagar
2025-12-25,20:29,12.910095,77.634826,theft,low,Hosur Road
2025-12-26,08:11,13.023918,77.537753,robbery,high,Yeshwanthpur
2025-12-26,09:08,12.936313,77.626608,snatching,high,Koramangala
2025-12-26,17:00,12.921997,77.680833,theft,low,Bellandur
2025-12-26,17:05,12.994349,77.557663,vandalism,medium,Rajajinagar
2025-12-26,17:25,12.962536,77.578518,theft,low,Chickpet
2025-12-26,17:26,12.992673,77.554001,snatching,high,Rajajinagar
2025-12-26,18:47,12.973829,77.645365,burglary,high,Indiranagar
2025-12-27,06:33,12.970145,77.575475,robbery,high,Chickpet
2025-12-27,11:37,12.842782,77.659596,theft,medium,Electronic City
2025-12-27,15:03,12.909671,77.590078,robbery,medium,JP Nagar
2025-12-28,05:13,12.991147,77.560576,theft,high,Rajajinagar
2025-12-28,14:13,12.9772,77.574928,theft,low,Majestic
2025-12-28,14:51,12.982873,77.600445,theft,high,Shivajinagar
2025-12-28,15:41,12.975385,77.568617,snatching,low,Majestic
2025-12-28,18:35,12.989818,77.604157,vandalism,low,Shivajinagar
2025-12-28,19:49,12.986108,77.614227,burglary,medium,Commercial Street
2025-12-28,20:42,12.916015,77.638974,theft,medium,Hosur Road
2025-12-29,04:36,13.098086,77.591445,theft,low,Yelahanka
2025-12-29,09:01,12.971829,77.60493,snatching,high,Brigade Road
2025-12-29,11:08,12.935117,77.623414,theft,low,Koramangala
2025-12-29,21:12,13.00984,77.577702,theft,low,Malleshwaram
2025-12-30,08:58,12.969117,77.637665,burglary,medium,Indiranagar
2025-12-30,09:02,12.971026,77.752822,snatching,high,Whitefield
2025-12-30,12:15,12.915379,77.645725,burglary,low,HSR Layout
2025-12-31,07:25,12.972296,77.534478,robbery,high,Vijayanagar
2025-12-31,11:08,12.977322,77.612876,theft,high,MG Road
2025-12-31,14:58,12.914766,77.612872,burglary,high,BTM Layout
2025-12-31,16:49,12.971457,77.642998,snatching,medium,Indiranagar
2025-12-31,18:22,12.99,77.604818,assault,low,Shivajinagar
2025-12-31,22:54,12.982634,77.607108,snatching,medium,Commercial Street
2026-01-01,07:43,12.890728,77.606325,theft,low,Bannerghatta Road
2026-01-01,10:01,12.972577,77.753727,assault,medium,Whitefield
2026-01-01,15:42,12.983352,77.600723,snatching,high,Shivajinagar
2026-01-01,20:55,12.924675,77.680534,theft,low,Bellandur
2026-01-02,10:37,12.967854,77.58177,theft,medium,Chickpet
2026-01-02,12:22,12.97284,77.611982,theft,high,Brigade Road
2026-01-02,17:31,12.978045,77.609947,snatching,high,Commercial Street
2026-01-02,17:31,12.929138,77.67983,theft,low,Bellandur
2026-01-02,17:32,12.840683,77.65723,theft,high,Electronic City
2026-01-02,18:50,12.915227,77.641393,snatching,medium,HSR Layout
2026-01-02,19:25,12.916547,77.615065,theft,low,BTM Layout
2026-01-02,20:01,12.964735,77.575718,burglary,medium,Chickpet
2026-01-03,11:31,12.935902,77.621977,vandalism,medium,Koramangala
2026-01-03,17:22,12.956481,77.694327,fraud,medium,Marathahalli
2026-01-03,19:53,12.990063,77.597601,theft,high,Shivajinagar
2026-01-04,05:39,12.914677,77.63588,robbery,high,Hosur Road
2026-01-04,17:41,12.967415,77.530599,theft,low,Vijayanagar
2026-01-04,18:49,12.92809,77.549395,vandalism,medium,Banashankari
2026-01-05,05:02,12.960602,77.575148,theft,low,KR Market
2026-01-05,09:18,12.965175,77.573764,assault,high,KR Market
2026-01-05,12:51,12.982587,77.597793,fraud,medium,Shivajinagar
2026-01-05,13:13,12.968473,77.578685,burglary,medium,Chickpet
2026-01-05,14:17,12.967501,77.64145,theft,low,Indiranagar
2026-01-05,19:39,12.96395,77.576505,snatching,low,KR Market
2026-01-06,18:46,12.928747,77.553174,theft,low,Banashankari
2026-01-06,20:15,13.024824,77.539617,assault,low,Yeshwanthpur
2026-01-06,20:16,12.974442,77.531546,theft,medium,Vijayanagar
2026-01-07,04:58,12.925671,77.581417,burglary,medium,Jayanagar
2026-01-07,08:18,12.969125,77.578877,theft,low,Chickpet
2026-01-07,19:09,12.9641,77.57508,robbery,high,Chickpet
2026-01-07,19:33,12.97467,77.604301,burglary,medium,Brigade Road
2026-01-07,21:57,12.990734,77.55316,theft,high,Rajaji Nagar
2026-01-07,22:15,12.931497,77.62854,theft,high,Koramangala
2026-01-08,05:29,12.972698,77.529486,robbery,medium,Vijayanagar
2026-01-08,08:31,12.990749,77.596324,vandalism,medium,Shivajinagar
2026-01-08,11:31,12.969353,77.644016,assault,medium,Indiranagar
2026-01-08,14:12,12.909665,77.635619,theft,medium,Hosur Road
2026-01-08,15:45,12.978694,77.61059,vandalism,medium,Commercial Street
2026-01-08,18:20,12.969047,77.748795,theft,high,Whitefield
2026-01-08,20:17,12.909675,77.588697,theft,high,JP Nagar
2026-01-08,20:40,12.979242,77.568482,theft,low,Majestic
2026-01-08,20:44,12.988411,77.554141,theft,medium,Rajaji Nagar
2026-01-08,20:57,12.966951,77.583671,burglary,low,Chickpet
2026-01-09,07:50,12.994269,77.557078,snatching,low,Rajaji Nagar
2026-01-09,17:24,12.914886,77.639602,theft,medium,Hosur Road
2026-01-09,19:16,13.025709,77.534042,snatching,medium,Yeshwanthpur
2026-01-09,20:16,12.973861,77.569373,theft,medium,Majestic
2026-01-09,20:53,13.002496,77.572068,theft,low,Malleshwaram
2026-01-09,22:15,12.925005,77.546477,burglary,medium,Banashankari
2026-01-10,09:14,12.978488,77.576524,theft,high,Majestic
2026-01-10,09:26,12.965842,77.57646,snatching,medium,KR Market
2026-01-10,11:35,12.886119,77.606921,theft,medium,Bannerghatta Road
2026-01-10,15:44,12.975535,77.608374,theft,high,Brigade Road
2026-01-10,16:31,13.096493,77.595232,theft,low,Yelahanka
2026-01-11,05:24,12.922869,77.546716,burglary,low,Banashankari
2026-01-11,09:50,12.971009,77.639676,burglary,medium,Indiranagar
2026-01-11,14:15,12.980201,77.57573,theft,medium,Majestic
2026-01-11,17:30,12.928373,77.550811,snatching,medium,Banashankari
2026-01-11,18:17,12.983797,77.600073,burglary,medium,Shivajinagar
2026-01-11,20:09,12.925702,77.549443,snatching,medium,Banashankari
2026-01-11,20:55,12.977801,77.607447,theft,medium,Commercial Street
2026-01-12,11:47,13.000548,77.568486,theft,medium,Malleshwaram
2026-01-12,12:19,12.977062,77.572058,eve-teasing,medium,Majestic
2026-01-12,12:30,12.925133,77.680371,snatching,high,Bellandur
2026-01-12,17:25,12.9588,77.696315,eve-teasing,medium,Marathahalli
2026-01-13,01:10,12.913535,77.642892,theft,medium,HSR Layout
2026-01-13,13:14,12.968667,77.605153,theft,high,Brigade Road
2026-01-13,21:39,12.841604,77.661611,theft,low,Electronic City
2026-01-13,22:14,12.987534,77.550808,robbery,high,Rajaji Nagar
2026-01-14,17:13,12.917361,77.608349,snatching,medium,BTM Layout
2026-01-14,19:01,12.988346,77.559261,snatching,high,Rajaji Nagar
2026-01-14,19:17,12.927989,77.675466,theft,high,Bellandur
2026-01-14,19:45,12.986745,77.556522,theft,medium,Rajaji Nagar
2026-01-14,23:44,12.976832,77.532561,theft,high,Vijayanagar
2026-01-15,12:25,12.988442,77.605772,snatching,high,Shivajinagar
2026-01-15,14:49,12.97123,77.614923,vandalism,low,MG Road
2026-01-15,18:24,12.975236,77.57039,burglary,medium,Majestic
2026-01-15,19:38,12.921896,77.680207,vandalism,medium,Bellandur
2026-01-15,20:03,12.984239,77.601079,burglary,high,Shivajinagar
2026-01-15,21:02,12.96224,77.574508,burglary,high,Chickpet
2026-01-16,01:53,12.971198,77.608249,assault,medium,Brigade Road
2026-01-16,07:36,12.887508,77.608884,theft,high,Bannerghatta Road
2026-01-16,14:37,12.969426,77.583788,vandalism,medium,Chickpet
2026-01-16,15:28,12.97929,77.61223,theft,medium,Commercial Street
2026-01-16,17:41,12.983208,77.605096,theft,medium,Shivajinagar
2026-01-17,09:59,12.968734,77.574568,snatching,medium,Chickpet
2026-01-17,10:34,13.02542,77.536097,vandalism,low,Yeshwanthpur
2026-01-17,18:05,12.97106,77.747454,snatching,high,Whitefield
2026-01-17,18:17,12.982774,77.614388,burglary,high,Commercial Street
2026-01-17,20:55,12.972201,77.609648,robbery,high,Brigade Road
2026-01-17,21:53,12.913067,77.64408,eve-teasing,medium,HSR Layout
2026-01-18,02:03,12.995761,77.559673,theft,low,Rajajinagar
2026-01-18,10:22,12.915026,77.64425,eve-teasing,high,HSR Layout
2026-01-18,10:51,12.979766,77.613281,theft,low,Commercial Street
2026-01-18,19:41,12.968579,77.606182,burglary,medium,Brigade Road
2026-01-19,00:32,12.976003,77.532535,theft,low,Vijayanagar
2026-01-19,01:49,12.969543,77.644497,robbery,medium,Indiranagar
2026-01-19,07:08,12.968997,77.5299,robbery,high,Vijayanagar
2026-01-19,15:45,12.966957,77.750314,robbery,high,Whitefield
2026-01-19,20:59,12.973716,77.637137,robbery,medium,Indiranagar
2026-01-19,21:47,12.971797,77.618408,fraud,medium,MG Road
2026-01-19,22:17,12.89263,77.5994,snatching,high,Bannerghatta Road
2026-01-20,13:46,12.985583,77.605426,theft,high,Commercial Street
2026-01-20,14:03,12.91213,77.605122,snatching,high,BTM Layout
2026-01-20,15:55,12.911005,77.644444,theft,high,HSR Layout
2026-01-20,16:53,12.988379,77.601412,theft,medium,Shivajinagar
2026-01-20,18:02,12.988202,77.598686,theft,medium,Shivajinagar
2026-01-20,21:25,12.969331,77.611026,snatching,medium,Brigade Road
2026-01-20,21:28,12.966415,77.579216,burglary,low,Chickpet
2026-01-20,22:17,12.984294,77.607411,assault,medium,Commercial Street
2026-01-20,22:18,12.97826,77.572992,theft,high,Majestic
2026-01-21,08:00,12.975662,77.575562,theft,high,Majestic
2026-01-21,11:38,12.843556,77.662689,burglary,medium,Electronic City
2026-01-21,12:41,12.974281,77.573498,snatching,high,Majestic
2026-01-21,18:44,12.96985,77.646127,theft,medium,Indiranagar
2026-01-21,19:59,13.09752,77.591596,theft,medium,Yelahanka
2026-01-21,20:13,12.963869,77.574673,fraud,medium,Chickpet
2026-01-21,20:37,12.97584,77.615473,vandalism,low,MG Road
2026-01-21,22:19,12.973834,77.612213,theft,medium,Brigade Road
2026-01-22,02:36,12.958928,77.576164,theft,low,KR Market
2026-01-22,09:00,12.968541,77.581639,theft,low,Chickpet
2026-01-22,13:42,12.843401,77.66064,snatching,medium,Electronic City
2026-01-22,17:44,12.977627,77.607723,theft,high,Commercial Street
2026-01-22,18:35,12.978969,77.575691,theft,medium,Majestic
2026-01-22,18:41,12.988929,77.596709,snatching,low,Shivajinagar
2026-01-22,20:40,12.966796,77.747876,assault,medium,Whitefield
2026-01-23,08:02,12.915568,77.640854,burglary,medium,Hosur Road
2026-01-23,10:01,12.980564,77.572201,snatching,high,Majestic
2026-01-23,13:53,13.099976,77.599752,theft,low,Yelahanka
2026-01-23,16:22,12.849292,77.663382,snatching,high,Electronic City
2026-01-23,16:29,12.845773,77.655334,fraud,high,Electronic City
2026-01-23,17:06,12.968502,77.580715,theft,high,Chickpet
2026-01-23,23:12,12.977342,77.61353,theft,low,Commercial Street
2026-01-24,04:17,12.969481,77.640311,theft,high,Indiranagar
2026-01-24,04:34,12.968266,77.645382,theft,medium,Indiranagar
2026-01-24,16:15,12.968624,77.580137,snatching,low,Chickpet
2026-01-24,21:36,12.956242,77.573745,theft,high,KR Market
2026-01-25,11:03,12.929664,77.674655,burglary,medium,Bellandur
2026-01-25,12:31,13.023607,77.535994,assault,medium,Yeshwanthpur
2026-01-25,14:30,12.95962,77.701667,eve-teasing,low,Marathahalli
2026-01-25,19:27,12.98209,77.602164,assault,low,Shivajinagar
2026-01-25,19:39,12.927806,77.582889,snatching,low,Jayanagar
2026-01-26,16:05,12.895351,77.607569,theft,medium,Bannerghatta Road
2026-01-26,16:22,12.938609,77.625069,assault,high,Koramangala
2026-01-26,18:16,12.91975,77.605613,theft,medium,BTM Layout
2026-01-26,19:37,13.005846,77.572209,theft,low,Malleshwaram
2026-01-26,20:50,12.983483,77.611651,theft,high,Commercial Street
2026-01-27,16:02,12.988004,77.556505,theft,high,Rajaji Nagar
2026-01-27,16:07,12.973521,77.576792,burglary,high,Majestic
2026-01-27,16:46,13.032296,77.543365,vandalism,low,Yeshwanthpur
2026-01-27,19:28,12.910665,77.635973,theft,medium,Hosur Road
2026-01-27,20:22,12.966486,77.579531,robbery,low,Chickpet
2026-01-27,22:22,12.926058,77.581216,assault,medium,Jayanagar
2026-01-27,22:31,12.972683,77.641862,theft,medium,Indiranagar
2026-01-28,09:58,12.992462,77.554454,theft,low,Rajajinagar
2026-01-28,11:26,12.981064,77.61364,snatching,high,Commercial Street
2026-01-28,16:45,12.844324,77.660809,assault,high,Electronic City
2026-01-28,18:31,12.957058,77.693741,theft,low,Marathahalli
2026-01-28,19:21,12.906127,77.582837,robbery,high,JP Nagar
2026-01-28,21:45,13.099365,77.596485,snatching,medium,Yelahanka
2026-01-29,01:37,12.911017,77.64444,theft,medium,HSR Layout
2026-01-29,05:18,12.927072,77.54498,theft,medium,Banashankari
2026-01-29,15:23,12.909901,77.641757,burglary,low,Hosur Road
2026-01-29,18:08,12.842494,77.656905,theft,high,Electronic City
2026-01-29,21:42,12.927963,77.677597,burglary,medium,Bellandur
2026-01-29,21:45,12.907677,77.581796,theft,medium,JP Nagar
2026-01-29,22:32,12.933139,77.629284,robbery,high,Koramangala
2026-01-30,06:17,12.93311,77.622088,snatching,high,Koramangala
2026-01-30,14:13,12.978219,77.608277,assault,medium,Commercial Street
2026-01-30,16:15,12.910401,77.643867,burglary,low,Hosur Road
2026-01-30,17:07,13.026839,77.542694,theft,medium,Yeshwanthpur
2026-01-30,18:13,12.981508,77.613015,robbery,medium,Commercial Street
2026-01-30,23:03,13.002469,77.569978,burglary,low,Malleshwaram
2026-01-31,01:31,13.03073,77.541699,robbery,medium,Yeshwanthpur
2026-02-01,01:31,12.970298,77.583313,theft,high,Chickpet
2026-02-01,07:29,12.92814,77.548991,burglary,low,Banashankari
2026-02-01,13:09,12.97935,77.573166,burglary,medium,Majestic
2026-02-01,18:22,12.98564,77.600839,eve-teasing,medium,Shivajinagar
2026-02-02,09:00,12.9244,77.676609,burglary,medium,Bellandur
2026-02-02,10:37,12.971847,77.528093,snatching,high,Vijayanagar
2026-02-02,19:31,12.99009,77.596076,assault,medium,Shivajinagar
2026-02-02,20:37,12.928491,77.581697,robbery,medium,Jayanagar
2026-02-03,10:04,12.966414,77.748932,robbery,high,Whitefield
2026-02-03,10:15,12.966903,77.745817,fraud,low,Whitefield
2026-02-03,15:45,12.988554,77.553502,robbery,medium,Rajajinagar
2026-02-03,19:36,12.845737,77.660182,assault,low,Electronic City
2026-02-03,22:48,12.974128,77.534682,eve-teasing,medium,Vijayanagar
2026-02-04,02:03,12.914013,77.64296,robbery,high,HSR Layout
